感染率,最佳每组人数,平均人均测试数
248,3,0.9080743253333332
249,3,0.9097685823333332
250,3,0.9114583333333334
251,3,0.9131435843333334
252,3,0.9148243413333333
253,3,0.9165006103333333
254,3,0.9181723973333334
255,3,0.9198397083333334
256,3,0.9215025493333334
257,3,0.9231609263333334
258,3,0.9248148453333335
259,3,0.9264643123333332
260,3,0.9281093333333333
261,3,0.9297499143333333
262,3,0.9313860613333333
263,3,0.9330177803333334
264,3,0.9346450773333332
265,3,0.9362679583333334
266,3,0.9378864293333334
267,3,0.9395004963333334
268,3,0.9411101653333335
269,3,0.9427154423333333
270,3,0.9443163333333334
271,3,0.9459128443333334
272,3,0.9475049813333333
273,3,0.9490927503333334
274,3,0.9506761573333334
275,3,0.9522552083333334
276,3,0.9538299093333334
277,3,0.9554002663333332
278,3,0.9569662853333334
279,3,0.9585279723333334
280,3,0.9600853333333332
281,3,0.9616383743333333
282,3,0.9631871013333333
283,3,0.9647315203333332
284,3,0.9662716373333334
285,3,0.9678074583333333
286,3,0.9693389893333334
287,3,0.9708662363333332
288,3,0.9723892053333335
289,3,0.9739079023333331
290,3,0.9754223333333334
291,3,0.9769325043333331
292,3,0.9784384213333333
293,3,0.9799400903333333
294,3,0.9814375173333335
295,3,0.9829307083333333
296,3,0.9844196693333335
297,3,0.9859044063333332
298,3,0.9873849253333334
299,3,0.9888612323333333
300,3,0.9903333333333334
301,3,0.9918012343333332
302,3,0.9932649413333334
303,3,0.9947244603333333
304,3,0.9961797973333333
305,3,0.9976309583333333
306,3,0.9990779493333334
307,1,1.0
308,1,1.0
309,1,1.0
310,1,1.0
311,1,1.0
312,1,1.0
313,1,1.0
314,1,1.0
315,1,1.0
316,1,1.0
317,1,1.0
318,1,1.0
319,1,1.0
320,1,1.0
321,1,1.0
322,1,1.0
323,1,1.0
324,1,1.0
325,1,1.0
326,1,1.0
327,1,1.0
328,1,1.0
329,1,1.0
330,1,1.0
331,1,1.0
332,1,1.0
333,1,1.0
334,1,1.0
335,1,1.0
336,1,1.0
337,1,1.0
338,1,1.0
339,1,1.0
340,1,1.0
341,1,1.0
342,1,1.0
343,1,1.0
344,1,1.0
345,1,1.0
346,1,1.0
347,1,1.0
348,1,1.0
349,1,1.0
350,1,1.0
351,1,1.0
352,1,1.0
353,1,1.0
354,1,1.0
355,1,1.0
356,1,1.0
357,1,1.0
358,1,1.0
359,1,1.0
360,1,1.0
361,1,1.0
362,1,1.0
363,1,1.0
364,1,1.0
365,1,1.0
366,1,1.0
367,1,1.0
368,1,1.0
369,1,1.0
370,1,1.0
371,1,1.0
372,1,1.0
373,1,1.0
374,1,1.0
375,1,1.0
376,1,1.0
377,1,1.0
378,1,1.0
379,1,1.0
380,1,1.0
381,1,1.0
382,1,1.0
383,1,1.0
384,1,1.0
385,1,1.0
386,1,1.0
387,1,1.0
388,1,1.0
389,1,1.0
390,1,1.0
391,1,1.0
392,1,1.0
393,1,1.0
394,1,1.0
395,1,1.0
396,1,1.0
397,1,1.0
398,1,1.0
399,1,1.0
400,1,1.0
401,1,1.0
402,1,1.0
403,1,1.0
404,1,1.0
405,1,1.0
406,1,1.0
407,1,1.0
408,1,1.0
409,1,1.0
410,1,1.0
411,1,1.0
412,1,1.0
413,1,1.0
414,1,1.0
415,1,1.0
416,1,1.0
417,1,1.0
418,1,1.0
419,1,1.0
420,1,1.0
421,1,1.0
422,1,1.0
423,1,1.0
424,1,1.0
425,1,1.0
426,1,1.0
427,1,1.0
428,1,1.0
429,1,1.0
430,1,1.0
431,1,1.0
432,1,1.0
433,1,1.0
434,1,1.0
435,1,1.0
436,1,1.0
437,1,1.0
438,1,1.0
439,1,1.0
440,1,1.0
441,1,1.0
442,1,1.0
443,1,1.0
444,1,1.0
445,1,1.0
446,1,1.0
447,1,1.0
448,1,1.0
449,1,1.0
450,1,1.0
451,1,1.0
452,1,1.0
453,1,1.0
454,1,1.0
455,1,1.0
456,1,1.0
457,1,1.0
458,1,1.0
459,1,1.0
460,1,1.0
461,1,1.0
462,1,1.0
463,1,1.0
464,1,1.0
465,1,1.0
466,1,1.0
467,1,1.0
468,1,1.0
469,1,1.0
470,1,1.0
471,1,1.0
472,1,1.0
473,1,1.0
474,1,1.0
475,1,1.0
476,1,1.0
477,1,1.0
478,1,1.0
479,1,1.0
480,1,1.0
481,1,1.0
482,1,1.0
483,1,1.0
484,1,1.0
485,1,1.0
486,1,1.0
487,1,1.0
488,1,1.0
489,1,1.0
490,1,1.0
491,1,1.0
492,1,1.0
493,1,1.0
494,1,1.0
495,1,1.0
496,1,1.0
497,1,1.0
498,1,1.0
499,1,1.0
500,1,1.0
501,1,1.0
502,1,1.0
503,1,1.0
504,1,1.0
505,1,1.0
506,1,1.0
507,1,1.0
508,1,1.0
509,1,1.0
510,1,1.0
511,1,1.0
512,1,1.0
513,1,1.0
514,1,1.0
515,1,1.0
516,1,1.0
517,1,1.0
518,1,1.0
519,1,1.0
520,1,1.0
521,1,1.0
522,1,1.0
523,1,1.0
524,1,1.0
525,1,1.0
526,1,1.0
527,1,1.0
528,1,1.0
529,1,1.0
530,1,1.0
531,1,1.0
532,1,1.0
533,1,1.0
534,1,1.0
535,1,1.0
536,1,1.0
537,1,1.0
538,1,1.0
539,1,1.0
540,1,1.0
541,1,1.0
542,1,1.0
543,1,1.0
544,1,1.0
545,1,1.0
546,1,1.0
547,1,1.0
548,1,1.0
549,1,1.0
550,1,1.0
551,1,1.0
552,1,1.0
553,1,1.0
554,1,1.0
555,1,1.0
556,1,1.0
557,1,1.0
558,1,1.0
559,1,1.0
560,1,1.0
561,1,1.0
562,1,1.0
563,1,1.0
564,1,1.0
565,1,1.0
566,1,1.0
567,1,1.0
568,1,1.0
569,1,1.0
570,1,1.0
571,1,1.0
572,1,1.0
573,1,1.0
574,1,1.0
575,1,1.0
576,1,1.0
577,1,1.0
578,1,1.0
579,1,1.0
580,1,1.0
581,1,1.0
582,1,1.0
583,1,1.0
584,1,1.0
585,1,1.0
586,1,1.0
587,1,1.0
588,1,1.0
589,1,1.0
590,1,1.0
591,1,1.0
592,1,1.0
593,1,1.0
594,1,1.0
595,1,1.0
596,1,1.0
597,1,1.0
598,1,1.0
599,1,1.0
600,1,1.0
601,1,1.0
602,1,1.0
603,1,1.0
604,1,1.0
605,1,1.0
606,1,1.0
607,1,1.0
608,1,1.0
609,1,1.0
610,1,1.0
611,1,1.0
612,1,1.0
613,1,1.0
614,1,1.0
615,1,1.0
616,1,1.0
617,1,1.0
618,1,1.0
619,1,1.0
620,1,1.0
621,1,1.0
622,1,1.0
623,1,1.0
624,1,1.0
625,1,1.0
626,1,1.0
627,1,1.0
628,1,1.0
629,1,1.0
630,1,1.0
631,1,1.0
632,1,1.0
633,1,1.0
634,1,1.0
635,1,1.0
636,1,1.0
637,1,1.0
638,1,1.0
639,1,1.0
640,1,1.0
641,1,1.0
642,1,1.0
643,1,1.0
644,1,1.0
645,1,1.0
646,1,1.0
647,1,1.0
648,1,1.0
649,1,1.0
650,1,1.0
651,1,1.0
652,1,1.0
653,1,1.0
654,1,1.0
655,1,1.0
656,1,1.0
657,1,1.0
658,1,1.0
659,1,1.0
660,1,1.0
661,1,1.0
662,1,1.0
663,1,1.0
664,1,1.0
665,1,1.0
666,1,1.0
667,1,1.0
668,1,1.0
669,1,1.0
670,1,1.0
671,1,1.0
672,1,1.0
673,1,1.0
674,1,1.0
675,1,1.0
676,1,1.0
677,1,1.0
678,1,1.0
679,1,1.0
680,1,1.0
681,1,1.0
682,1,1.0
683,1,1.0
684,1,1.0
685,1,1.0
686,1,1.0
687,1,1.0
688,1,1.0
689,1,1.0
690,1,1.0
691,1,1.0
692,1,1.0
693,1,1.0
694,1,1.0
695,1,1.0
696,1,1.0
697,1,1.0
698,1,1.0
699,1,1.0
700,1,1.0
701,1,1.0
702,1,1.0
703,1,1.0
704,1,1.0
705,1,1.0
706,1,1.0
707,1,1.0
708,1,1.0
709,1,1.0
710,1,1.0
711,1,1.0
712,1,1.0
713,1,1.0
714,1,1.0
715,1,1.0
716,1,1.0
717,1,1.0
718,1,1.0
719,1,1.0
720,1,1.0
721,1,1.0
722,1,1.0
723,1,1.0
724,1,1.0
725,1,1.0
726,1,1.0
727,1,1.0
728,1,1.0
729,1,1.0
730,1,1.0
731,1,1.0
732,1,1.0
733,1,1.0
734,1,1.0
735,1,1.0
736,1,1.0
737,1,1.0
738,1,1.0
739,1,1.0
740,1,1.0
741,1,1.0
742,1,1.0
743,1,1.0
744,1,1.0
745,1,1.0
746,1,1.0
747,1,1.0
748,1,1.0
749,1,1.0
750,1,1.0
751,1,1.0
752,1,1.0
753,1,1.0
754,1,1.0
755,1,1.0
756,1,1.0
757,1,1.0
758,1,1.0
759,1,1.0
760,1,1.0
761,1,1.0
762,1,1.0
763,1,1.0
764,1,1.0
765,1,1.0
766,1,1.0
767,1,1.0
768,1,1.0
769,1,1.0
770,1,1.0
771,1,1.0
772,1,1.0
773,1,1.0
774,1,1.0
775,1,1.0
776,1,1.0
777,1,1.0
778,1,1.0
779,1,1.0
780,1,1.0
781,1,1.0
782,1,1.0
783,1,1.0
784,1,1.0
785,1,1.0
786,1,1.0
787,1,1.0
788,1,1.0
789,1,1.0
790,1,1.0
791,1,1.0
792,1,1.0
793,1,1.0
794,1,1.0
795,1,1.0
796,1,1.0
797,1,1.0
798,1,1.0
799,1,1.0
800,1,1.0
801,1,1.0
802,1,1.0
803,1,1.0
804,1,1.0
805,1,1.0
806,1,1.0
807,1,1.0
808,1,1.0
809,1,1.0
810,1,1.0
811,1,1.0
812,1,1.0
813,1,1.0
814,1,1.0
815,1,1.0
816,1,1.0
817,1,1.0
818,1,1.0
819,1,1.0
820,1,1.0
821,1,1.0
822,1,1.0
823,1,1.0
824,1,1.0
825,1,1.0
826,1,1.0
827,1,1.0
828,1,1.0
829,1,1.0
830,1,1.0
831,1,1.0
832,1,1.0
833,1,1.0
834,1,1.0
835,1,1.0
836,1,1.0
837,1,1.0
838,1,1.0
839,1,1.0
840,1,1.0
841,1,1.0
842,1,1.0
843,1,1.0
844,1,1.0
845,1,1.0
846,1,1.0
847,1,1.0
848,1,1.0
849,1,1.0
850,1,1.0
851,1,1.0
852,1,1.0
853,1,1.0
854,1,1.0
855,1,1.0
856,1,1.0
857,1,1.0
858,1,1.0
859,1,1.0
860,1,1.0
861,1,1.0
862,1,1.0
863,1,1.0
864,1,1.0
865,1,1.0
866,1,1.0
867,1,1.0
868,1,1.0
869,1,1.0
870,1,1.0
871,1,1.0
872,1,1.0
873,1,1.0
874,1,1.0
875,1,1.0
876,1,1.0
877,1,1.0
878,1,1.0
879,1,1.0
880,1,1.0
881,1,1.0
882,1,1.0
883,1,1.0
884,1,1.0
885,1,1.0
886,1,1.0
887,1,1.0
888,1,1.0
889,1,1.0
890,1,1.0
891,1,1.0
892,1,1.0
893,1,1.0
894,1,1.0
895,1,1.0
896,1,1.0
897,1,1.0
898,1,1.0
899,1,1.0
900,1,1.0
901,1,1.0
902,1,1.0
903,1,1.0
904,1,1.0
905,1,1.0
906,1,1.0
907,1,1.0
908,1,1.0
909,1,1.0
910,1,1.0
911,1,1.0
912,1,1.0
913,1,1.0
914,1,1.0
915,1,1.0
916,1,1.0
917,1,1.0
918,1,1.0
919,1,1.0
920,1,1.0
921,1,1.0
922,1,1.0
923,1,1.0
924,1,1.0
925,1,1.0
926,1,1.0
927,1,1.0
928,1,1.0
929,1,1.0
930,1,1.0
931,1,1.0
932,1,1.0
933,1,1.0
934,1,1.0
935,1,1.0
936,1,1.0
937,1,1.0
938,1,1.0
939,1,1.0
940,1,1.0
941,1,1.0
942,1,1.0
943,1,1.0
944,1,1.0
945,1,1.0
946,1,1.0
947,1,1.0
948,1,1.0
949,1,1.0
950,1,1.0
951,1,1.0
952,1,1.0
953,1,1.0
954,1,1.0
955,1,1.0
956,1,1.0
957,1,1.0
958,1,1.0
959,1,1.0
960,1,1.0
961,1,1.0
962,1,1.0
963,1,1.0
964,1,1.0
965,1,1.0
966,1,1.0
967,1,1.0
968,1,1.0
969,1,1.0
970,1,1.0
971,1,1.0
972,1,1.0
973,1,1.0
974,1,1.0
975,1,1.0
976,1,1.0
977,1,1.0
978,1,1.0
979,1,1.0
980,1,1.0
981,1,1.0
982,1,1.0
983,1,1.0
984,1,1.0
985,1,1.0
986,1,1.0
987,1,1.0
988,1,1.0
989,1,1.0
990,1,1.0
991,1,1.0
992,1,1.0
993,1,1.0
994,1,1.0
995,1,1.0
996,1,1.0
997,1,1.0
998,1,1.0
999,1,1.0
